date,stock,Adj Close
1970-01-01 00:00:00.000000106,FINS,16.530000686645508
1970-01-01 00:00:00.000000106,PSTL,15.420000076293945
1970-01-01 00:00:00.000000106,FGBI,13.3100004196167
